Quelle,Stadt,URL PARENT,Dateibezeichnung,URL Datei,Format,Beschreibung,Zeitlicher Bezug,Lizenz,Kosten,Veröffentlichende Stelle,Arbeitsmarkt,Bevölkerung,Bildung und Wissenschaft,Haushalt und Steuern,Stadtentwicklung und Bebauung,Wohnen und Immobilien,Sozialleistungen,Öffentl. Sicherheit,Gesundheit,Kunst und Kultur,Land- und Forstwirtschaft,Sport und Freizeit,Umwelt,Transport und Verkehr,"Energie, Ver- und Entsorgung",Politik und Wahlen,Gesetze und Justiz,Wirtschaft und Wirtschaftsförderung,Tourismus,Verbraucher,Sonstiges,Noch nicht kategorisiert
d,hamburg.de,,Bebauungsplan Osdorf 44 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Osdorf 44 für den Geltungsbereich Eidechsenstieg - Glückstädter Weg - Flurstraße - Rugenbarg -Schafgarbenweg (Bezirk Altona, Ortsteil 220) wird fest­gestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Lokstedt 39 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Lokstedt 39 für den Geltungsbereich Gazellenkamp-Oddernskamp-Julius-Vosseler-Straße-Westgrenzen der Flurstücke 3114 und 2811 der Gemarkung Lokstedt (Bezirk Eimsbüttel, Ortsteil 317) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,"Lärmminderungsplanung, Fluglärm Hamburg",http://www.hamburg.de/fluglaerm,"GML,WMS","- Erstellung des Lärmaktionsplanes nach Umgebungslärmrichtlinie
- Berechnung und Ausweisung der Fluglärmschutzzonen inklusive Isolinien nach dem neuen Fluglärmgesetz
- Überwachung der Einhaltung von Nachtflugbeschränkungen und Erteilung von Ausnahmegenehmigungen
- Fluglärmbeschwerdemanagement",,dl-de-by-1.0,,"Behörde für Stadtentwicklung und Umwelt, Amt für Immissionsschutz und Betriebe",,,,,,,,,,,,,x,,,,,,,,,
d,hamburg.de,,Endgültiges Ergebnis der Bundestagswahl 2013 nach Hamburger Stadtteilen (Zweitstimmen),http://www.statistik-nord.de/wahlen/wahlen-in-hamburg/bundestagswahlen/2013/,CSV,"Endgültiges Ergebnis der Bundestagswahl 2013 nach Hamburger Stadtteilen, Zweitstimmen ohne Briefwahl.",,dl-de-by-1.0,,Statistisches Amt für Hamburg und Schleswig-Holstein,,,,,,,,,,,,,,,,x,,,,,,
d,hamburg.de,,Bebauungsplan Schnelsen 59 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Schnelsen 59 für den Geltungsbereich Königskinderweg-Dornröschenweg-Ostgrenzen der Flurstücke 4995 und 769-Südgrenzen der Flurstücke 769 und 768 der Gemarkung Schnelsen (Bezirk Eimsbüttel, Ortsteil 319) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Lurup 52 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Lurup 52 für den Geltungsbereich zwischen Luruper Hauptstraße und Hauptfriedhof Altona (Bezirk Altona Ortsteil 219) wird festgestellt. Das Gebiet wird wie folgt begrenzt:
Luruper Hauptstraße - Nordgrenze des Flurstücks 857 der Gemarkung Lurup - Gemarkungsgrenze.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Rahlstedt 69 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Rahlstedt 69 für den Geltungsbereich Berner Straße-Bargkoppelweg-Saseler Straße-Lofotenstraße / Wildgansstraße-Nydamer Weg-Redderblock (Bezirk Wandsbek, Ortsteil 526) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Fuhlsbüttel 7 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Fuhlsbüttel 7 für das Plangebiet Hummelsbütteler Kirchenweg-Kleekamp-Ohkamp-Hummelsbütteler Kirchenweg-Grenze der Gemarkung Fuhlsbüttel-Hummelsbütteler Landstraße-Bahnanlagen (Bezirk Hamburg-Nord, Ortsteil 431) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Osdorf 23 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Osdorf 23 für das Plangebiet Grönenweg - Feldweg 55 - Am Barls - in westlicher Richtung über die Flurstücke 1069 und 1068 zur Südgrenze des Flurstücks 1066 der Gemarkung Osdorf (Bezirk Altona, Ortsteil 220) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Langenhorn 28 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Langenhorn 28 für den Geltungsbereich Fritz-Schumacher-Allee-Nordgrenzen der Flurstücke 8013 und 8101, Nordostgrenzen der Flurstücke 8102, 8103, 7309, 7310 und 6209 (Immenbarg), Nord- und Ostgrenze des Flurstücks 8106, Ost- und Südgrenze des Flurstücks 8055, Südgrenzen der Flurstücke 8054, 6787 bis 6783 und 7509 der Gemarkung Langenhorn-Grote Raak-Raaksheide (Bezirk Hamburg-Nord, Ortsteil 432) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Ohlsdorf 12 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Ohlsdorf 12 für den Geltungsbereich zwischen Kleine Horst/Schluchtweg, nördlich Friedhofzaun, westlich des Wohngebietes Tornberg und der Frank'-schen Siedlung (Bezirk Hamburg-Nord, Ortsteil 430) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Nordwest- und Westgrenze des Flurstücks 232 (Kleine Horst), über das Flurstück 683 (Stübeheide), Nordgrenze des Flurstücks 683 der Gemarkung Klein Borstel - Schluchtweg -Nord- und Ostgrenze des Flurstücks 829 der Gemarkung Klein Borstel - Stübeheide - Ostgrenze des Flurstücks 830, über das Flurstück 227 (Bahnanlage), Nord- und Ostgrenze des Flurstücks 703, über das Flurstück 703, Westgrenze des Flurstücks 703, Südwestgrenze des Flurstücks 232 (Kleine Horst) der Gemarkung Klein Borstel.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Lurup 11 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Lurup 11 für das Plangebiet Flurstraße - Böttcherkamp - Rugenbarg (Bezirk Altona, Ortsteil 219) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Ottensen 29 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Ottensen 29 für den Geltungs­bereich Bahrenfelder Straße - über die Flurstücke 17721 1774 und 1781, Ostgrenze des Flurstücks 1776 der Gemarkung Ottensen - Barnerstraße (Bezirk Altona, Ortsteil 210) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Hohenfelde 6 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Hohenfelde 6 für das Plangebiet Mundsburger Damm zwischen Schwanenwik und Armgartstraße einschließlich westlich angrenzender Flurstücksteile der Gemarkung Hohenfelde (Bezirk Hamburg-Nord, Ortsteil 416) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan St.Georg 14 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan St. Georg 14 für den Geltungsbereich Lange Reihe-Nord-Ost-Grenze der Lohmühlenstraße- Lübeckertordamm-Steindamm-Süd-West-Grenzen der Flurstücke 1010 und 1011 der Gemarkung St. Georg-Nord-Brennerstraße Bülaustraße-Rostocker Straße-Bülaustraße (Bezirk Hamburg-Mitte, Ortsteil 113) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Rotherbaum 12 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Rotherbaum 12 für den Geltungsbereich Grindelallee zwischen Sedanstraße-Heinrich-
Barth-Straße und Rentzelstraße-Grindelhof einschließlich angrenzender Flurstücksteile der Gemarkung Rotherbaum (Bezirk Eimsbüttel, Ortsteil 311) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Fuhlsbüttel 19-Langenhorn 41 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Fuhlsbüttel 19/Langenhorn 41 für den Geltungsbereich Langenhorner Chaussee-Flughafenstraße- Bahnanlagen-Hummelsbütteler Kirchenweg-Erdkampsweg-Alsterkrugchaussee (Bezirk Hamburg-Nord, Ortsteile 431, 432) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Lurup 32 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Lurup 32 für den Geltungsbereich
Am Barls - Landesgrenze - Engelbrechtweg - Gockelstieg- Süd- und Westgrenze  des Flurstücks 75 sowie Südgrenze des Flurstücks 44 der Gemarkung Lurup - Hennenstieg - Südgrenze des Flurstücks 34 der Gemarkung Lurup - Kükenstieg - Südgrenzen der Flurstücke 32 und 31, Ost-, Süd- und Westgrenze des Flurstücks 3 sowie Südgrenze des Flurstücks 4
der Gemarkung Lurup (Bezirk Altona, Ortsteil 219) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Rotherbaum 15 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Rotherbaum 15 für den Geltungsbereich Böhmersweg-Magdalenenstraße-Milchstraße-Mittelweg (Bezirk Eimsbüttel, Ortsteil 312) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Schnelsen 12 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Schnelsen 12 für das Gebiet beiderseits Ellerbeker Weg zwischen Landesgrenze und Holsteiner Chaussee (Bezirk Eimsbüttel, Ortsteil 319) wird festgestellt.
Der Geltungsbereich wird wie folgt begrenzt:
Holsteiner Chaussee - Südgrenze des Flurstücks 390, Süd- und Westgrenze des Flurstücks 6745, Südgrenze des Flurstücks 6961 der Gemarkung Schnelsen - Bahnanlagen der AKN - Landesgrenze - Ellerbeker Moordamm.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Eimsbüttel 13 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Eimsbüttel 13 für das Plangebiet Schäferkampsallee zwischen Bellealliancestraße / Hohe Weide und Kleiner Schäferkamp - Beim Schlump einschließlich von Teilen angrenzender Flurstücke sowie der Flurstücke 326, 2922, 2921, 379, 1308 und 1396 der Gemarkung Eimsbüttel (Bezirk Eimsbüttel, Ortsteile 309 und 310) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Ohlsdorf 19 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Ohlsdorf 19 für den Geltungsbereich Grüner Winkel-Alster-Ostgrenze des Flurstücks 112 der Gemarkung Klein Borstel-Wellingsbütteler Landstraße (Bezirk Hamburg-Nord, Ortsteil 430) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Alsterdorf 7 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Alsterdorf 7 für den Geltungsbereich Alsterdorfer Straße-Carl-Cohn-Straße - Bahnanlagen (Bezirk Hamburg-Nord, Ortsteil 407) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Neustadt 37 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der vorhabenbezogene Bebauungsplan Neustadt 37 für den Geltungsbereich im Eckbereich der Straßen Drehbahn und Welckerstraße (Bezirk Hamburg-Mitte, Ortsteil 107) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
West-, Nord- und Ostgrenze des Flurstücks 1600 der Gemarkung Neustadt-Nord - Drehbahn.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Wohldorf-Ohlstedt 17 Blatt 3 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Wohldorf-Ohlstedt 17 für den Geltungsbereich zwischen Alster, Wohldorfer Wald, beidseitig der U-Bahn-Linie und Bredenbektal (Bezirk Wandsbek, Ortsteil 523) wird festgestellt.
Das Plangebiet (3 Teilgebiete) wird wie folgt begrenzt:Gebiet 3 (Blatt 3):
Westgrenze des Flurstücks 1957, West- und Nordgrenzen der Flurstücke 1958 und 1008, Nordgrenze des Flurstücks 113, Nordwestgrenzen der Flurstücke 1440 und 1258 bis 1261, Südwest- und Nordwestgrenzen des Flurstücks 1528, West-, Nord- und Ostgrenze des Flurstücks 1591, Ostgrenzen der Flurstücke 1528, 1471, 1623, 1418, 1727, 1713, 1589, 1567, 1566, 1738 und 1764, über die Flurstücke 82 (Melhopweg) und 1524 (Alte Dorfstraße), Nordgrenzen der Flurstücke 62 und 1414, West- und Nordgrenze des Flurstücks 1523, über das Flurstück 1524 (Alte Dorfstraße), Westgrenzen der Flurstücke 92 und 1320, Nordgrenzen der Flurstücke 1320, 1321 und 1323, Westgrenzen der Flurstücke 1614, 2057, 2056 und 1999, über das Flurstück 93, Nordgrenze des Flurstücks 93, über das Flurstück 93, Ost-
grenze des Flurstücks 93, Nordostgrenze des Flurstücks 1999, über das Flurstück 95 (Im Busch), Nordgrenzen der Flurstücke 995 bis 997 und 1084, Nord- und Ostgrenze des Flurstücks 998, Ostgrenzen der Flurstücke 108, 1082 und 1132, über die Flurstücke 488 (Korte Blöck) und 2060 (Ohlstedter Platz), Ostgrenze des Flurstücks 2049, über das Flurstück 2060 (Ohlstedter Platz), Ostgrenze des Flurstücks 2048, über das Flurstück 2060 (Ohlstedter Platz), Nord- und Ostgrenze des Flurstücks 1399, Ostgrenzen der Flurstücke 1397, 1133, 14, 1054, 1428, 1427, 1075 (Fasanenstieg), 1879 bis 1877, 168, 1029 bis 1025, 1770, 732 (Wöl- prie), 1002, 409, 1699 und 1715, über das Flurstück 165 (Ohlstedter Straße), Nordgrenzen der Flurstücke 482 bis 484, 492, 497, 436, 437 und 1136, Nord- und Ostgrenze des Flurstücks 1137, Ostgrenzen der Flurstücke 1138, 481 bis 478, 438, 439 und 1986, Nord- und Ostgrenze des Flurstücks 428 (Ellerbrookswisch), über das Flurstück 181 (Krümmelsdiek), Nord- und Ostgrenze des Flurstücks 1594, Ostgrenzen der Flurstücke 1650 und 1651, Südgren-zen der Flurstücke 1596, 453, 614, 615, 452, 1902, 451, 450, 1904 und 939 der Gemarkung Ohlstedt - Bredenbek - Südgrenze des Flurstücks 1062, über das Flurstück 218 (Lottbeker Weg), Südostgrenzen der Flurstücke 1690, 1688, 1689 und 1690, Westgrenzen der Flurstücke 1690, 1018 und 87, über das Flurstück 457 (Am Bredenbek), West- und Nordgrenze des Flurstücks 458, Nordgrenzen der Flurstücke 1454 (Stakenkamp) und 531, Westgrenzen der Flurstücke 504, 516, 190, 456, 221, 537, 536, 535, 538, 490 und 489, Südgrenzen der Flurstücke 486, 475, 474, 473, 469, 1522, 1521, 580 und 461, Süd- und Westgrenze des Flurstücks 460, über das Flurstück 69 (Sthamerstraße), Südwestgrenze des Flurstücks 394, über die Flurstücke 52 (Brunskrogweg) und 69 (Sthamerstraße), Südgrenze des Flurstücks 784, Süd- und Westgrenzen der Flurstücke 1475 und 1661, West- und Nordgrenzen des Flurstücks 1728, über das Flurstück 1524 (Alte Dorfstraße) der Gemarkung Ohlstedt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Wohldorf-Ohlstedt 18 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Wohldorf-Ohlstedt 18 für den Geltungsbereich zwischen Alster, Schleusenredder und beidseitig Alsterblick (Bezirk Wandsbek, Ortsteil 523) wird festgestellt.
Das Plangebiet wird wie folgt begrenzt:
Ostgrenzen der Flurstücke 450, 449, Ost- und Südgrenze des Flurstücks 448, über das Flurstück 261 (Alsterblick), Südgrenze des Flurstücks 554, Südost- und Südwestgrenze des Flurstücks 558, Südwestgrenze des Flurstücks 40, Alster, Nordgrenzen der Flurstücke 624 (Alster), 40, 549, 550, 261 (Alsterblick) und 450 der Gemarkung Wohldorf.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Langenhorn 14 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Langenhorn 14 für den Geltungsbereich Fritz-Schumacher-Allee-Hohe Liedt-Raakmoorgraben-Schwenweg (Bezirk Hamburg Nord, Ortsteil 432) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Langenhorn 54 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Langenhorn 54 für den Geltungsbereich Eberhofweg-Wördenmoorweg-Bahnanlagen-Südgrenze des Flurstücks 1233 der Gemarkung Langenhorn (Bezirk Hamburg-Nord, Ortsteil 432) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Finkenwerder 16 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Finkenwerder 16 für den Geltungsbereich Steendiek - Ostfrieslandstraße - Südgrenze des Flurstücks 1928 der Gemarkung Finkenwerder Nord - Bahnanlagen - Südgrenze des Flurstücks 2092, Ostgrenze des Flurstücks 910, über die Flurstücke 910, 905, 909, 885 und 1593 zur Westgrenze des Flurstücks 470 der Gemarkung Finkenwerder Nord - Finkenwerder Norderdeich (Bezirk Hamburg-Mitte, Ortsteil 139) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Hamburg-Altstadt 30 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Hamburg-Altstadt 30 für den Geltungsbereich Steinstraße-Johanniswall-Burchardstraße-Pumpen- Meßberg-Klingberg-Depenau-Niedernstraße-Kattrepel (Bezirk Hamburg-Mitte, Ortsteil 101) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Verkehrskameras Hamburg,,"GML,WMS,DATA","Verkehrskameras
Verkehrskamera-Bilder von Hamburger Straßen, die folgende Daten enthalten: 

-	aktuelles Kamerabild
-	Zeitstempel (Zeitpunkt der aktuellen Bildübertragung)
-	Lage

Die Aktualisierung der Daten erfolgt alle 60 Sekunden. Einige der Kamerabilder werden in kürzeren Intervallen aktualisiert.",,dl-de-by-1.0,,"Behörde für Wirtschaft, Verkehr und Innovation, Amt für Verkehr und Straßenwesen",,,,,,,,,,,,,,x,,,,,,,,
d,hamburg.de,,Bebauungsplan Billstedt 49 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Billstedt 49 für den Geltungsbereich Glinder Straße-Schlangenkoppel-Südgrenze des Flurstücks 569, Süd-und Westgenze des Flurstücks 977, über das Flurstück 574 der Gemarkung Öjendorf zur Glinder Straße (Bezirk Hamburg-Mitte, Ortsteil 131) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan St.Pauli 12 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan St. Pauli 12 für den Geltungsbereich Wohlwillstraße-Beim Grünen Jäger-Neuer
Pferdemarkt-Budapester Straße-Paulinenstraße (Bezirk Hamburg-Mitte, Ortsteile 108 und 111) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Harvestehude 10 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Harvestehude 10 für den Geltungsbereich Alsterkamp-Nordwestgrenze des Flurstücks 1186 der Gemarkung Harvestehude-Harvestehuder Weg-Sophienterrasse (Bezirk Eimsbüttel, Ortsteil 314) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Billstedt 60 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Billstedt 60 für den Geltungsbereich Schiffbeker Weg-Hauskoppelstieg-über das Flurstück 1399 der Gemarkung Schiffbek-Lorenzenweg-Ostgrenze des Flurstücks 1409, Nord-und Westgrenzen der Flurstücke 2030 und 1315 der Gemarkung Schiffbek-Fritzschweg-Öjendorfer Weg-Nord-und Ostgrenze des Flurstücks 1308 der Gemarkung Schiffbek- Möllner Landstraße-Billstedter Hauptstraße (Bezirk Hamburg-Mitte, Ortsteil 131) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Wandsbek 42 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Wandsbek 42 für den Geltungsbereich Holzmühlenstraße-über das Flurstück 1245 der Gemarkung Hinschenfelde-Kedenburgstraße-Wandse-Ostgrenze des Flurstücks 2000 der Gemarkung Wandsbek-Ahrensburger Straße- Wandsbeker Zollstraße (Bezirk Wandsbek, Ortsteil 508) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Rotherbaum 27 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Rotherbaum 27 für den Geltungsbereich Rothenbaumchaussee - Hallerstraße - Mittelweg - Bei St. Johannis - Heimhuder Straße - Turmweg (Bezirk Eimsbüttel, Ortsteil 312) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Niendorf 81 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Niendorf 81 für den Geltungsbereich südlich Burgunderweg zwischen Fuhlsbütteler Weg und Engernweg (Bezirk Eimsbüttel, Ortsteil 318) wird festgestellt.
Das Gebiet wird wie folgt begrenzt:
Fuhlsbütteler Weg - Burgunderweg - Engernweg - Südgrenze des Flurstücks 997, über das Flurstück 935 der Gemarkung Niendorf.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Wandsbek 29 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Wandsbek 29 für den Geltungsbereich Auf dem Königslande-Dernauer Straße-Nordgrenzen der Flurstücke 655 bis 658, 680 bis 684 und 686 der Gemarkung Hinsdienfelde-Stephanstraße-Walddörferstraße-Westgrenzen der Flurstücke 610 und 589 der Gemarkung Hinschenfelde (Bezirk, Wandsbek, Ortsteile 506 und 508) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Stellingen 4 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Stellingen 4 für das Plangebiet Kronsaalsweg - Kieler Straße - Wittenmoor - Bahnanlagen (Bezirk Eimsbüttel, Ortsteil 321) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
d,hamburg.de,,Bebauungsplan Groß-Borstel 4 Hamburg,http://www.hamburg.de/bebauungsplaene-online.de,PDF,"Der Bebauungsplan Groß Borstel 4 für das Plangebiet Warnckesweg-Borsteler Chaussee-Schrödersweg-Lokstedter Damm- Tarpenbek (Bezirk Hamburg-Nord, Ortsteil 406) wird festgestellt.",,dl-de-by-1.0,,Landesbetrieb Geoinformation und Vermessung (LGV) Hamburg,,,,,x,x,,,,,,,,,,,,,,,,
